rxcui,tty,name
1867596,SCD,30 ML bupivacaine hydrochloride 2.5 MG/ML / epinephrine 0.005 MG/ML Injection
1672919,SCD,30 ML bupivacaine hydrochloride 5 MG/ML / epinephrine 0.005 MG/ML Injection
1012391,SCD,30 ML bupivacaine hydrochloride 7.5 MG/ML / epinephrine 0.005 MG/ML Injection
1012108,SCD,bupivacaine hydrochloride 3.75 MG/ML / lidocaine hydrochloride 10 MG/ML Injectable Solution
2563417,SBD,5 ML bupivacaine 132 MG/ML Injection [Posimir]
1724792,SBD,2 ML bupivacaine hydrochloride 7.5 MG/ML Injection [Marcaine]
1724807,SBD,2 ML bupivacaine hydrochloride 7.5 MG/ML Injection [Sensorcaine]
1012400,SBD,bupivacaine hydrochloride 2.5 MG/ML Injectable Solution [Marcaine]
1012455,SBD,bupivacaine hydrochloride 2.5 MG/ML Injectable Solution [Sensorcaine]
1012406,SBD,bupivacaine hydrochloride 5 MG/ML Injectable Solution [Marcaine]
1012457,SBD,bupivacaine hydrochloride 5 MG/ML Injectable Solution [Sensorcaine]
1725079,SBD,10 ML bupivacaine hydrochloride 2.5 MG/ML Injection [Marcaine]
1725175,SBD,10 ML bupivacaine hydrochloride 2.5 MG/ML Injection [Sensorcaine]
1725044,SBD,10 ML bupivacaine hydrochloride 5 MG/ML Injection [Marcaine]
1724881,SBD,10 ML bupivacaine hydrochloride 5 MG/ML Injection [Sensorcaine]
1724796,SBD,10 ML bupivacaine hydrochloride 7.5 MG/ML Injection [Marcaine]
1724809,SBD,10 ML bupivacaine hydrochloride 7.5 MG/ML Injection [Sensorcaine]
1725083,SBD,30 ML bupivacaine hydrochloride 2.5 MG/ML Injection [Marcaine]
1725177,SBD,30 ML bupivacaine hydrochloride 2.5 MG/ML Injection [Sensorcaine]
1725046,SBD,30 ML bupivacaine hydrochloride 5 MG/ML Injection [Marcaine]
1724885,SBD,30 ML bupivacaine hydrochloride 5 MG/ML Injection [Sensorcaine]
1724794,SBD,30 ML bupivacaine hydrochloride 7.5 MG/ML Injection [Marcaine]
1724810,SBD,30 ML bupivacaine hydrochloride 7.5 MG/ML Injection [Sensorcaine]
2395797,SBD,bupivacaine hydrochloride 100 MG Drug Implant [Xaracoll]
1745062,SBD,10 ML bupivacaine liposome 13.3 MG/ML Injection [Exparel]
2566190,SBD,10 ML bupivacaine liposome 13.3 MG/ML Injection [Nocita]
1191513,SBD,20 ML bupivacaine liposome 13.3 MG/ML Injection [Exparel]
2560306,SBD,7 ML bupivacaine 29.3 MG/ML / meloxicam 0.88 MG/ML Injection [Zynrelef]
2560308,SBD,14 ML bupivacaine 29.3 MG/ML / meloxicam 0.88 MG/ML Injection [Zynrelef]
1673142,SBD,1.8 ML bupivacaine hydrochloride 5 MG/ML / epinephrine 0.005 MG/ML Cartridge [Marcaine with Epinephrine]
1012461,SBD,1.8 ML bupivacaine hydrochloride 5 MG/ML / epinephrine 0.005 MG/ML Cartridge [Vivacaine]
1012381,SBD,bupivacaine hydrochloride 2.5 MG/ML / epinephrine 0.005 MG/ML Injectable Solution [Marcaine with Epinephrine]
1012413,SBD,bupivacaine hydrochloride 2.5 MG/ML / epinephrine 0.005 MG/ML Injectable Solution [Sensorcaine with Epinephrine]
1012388,SBD,bupivacaine hydrochloride 5 MG/ML / epinephrine 0.005 MG/ML Injectable Solution [Marcaine with Epinephrine]
1012417,SBD,bupivacaine hydrochloride 5 MG/ML / epinephrine 0.005 MG/ML Injectable Solution [Sensorcaine with Epinephrine]
1867612,SBD,10 ML bupivacaine hydrochloride 2.5 MG/ML / epinephrine 0.005 MG/ML Injection [Marcaine with Epinephrine]
1867618,SBD,10 ML bupivacaine hydrochloride 2.5 MG/ML / epinephrine 0.005 MG/ML Injection [Sensorcaine with Epinephrine]
1673242,SBD,10 ML bupivacaine hydrochloride 5 MG/ML / epinephrine 0.005 MG/ML Injection [Marcaine with Epinephrine]
1673296,SBD,10 ML bupivacaine hydrochloride 5 MG/ML / epinephrine 0.005 MG/ML Injection [Sensorcaine with Epinephrine]
1867614,SBD,30 ML bupivacaine hydrochloride 2.5 MG/ML / epinephrine 0.005 MG/ML Injection [Marcaine with Epinephrine]
1867620,SBD,30 ML bupivacaine hydrochloride 2.5 MG/ML / epinephrine 0.005 MG/ML Injection [Sensorcaine with Epinephrine]
1673243,SBD,30 ML bupivacaine hydrochloride 5 MG/ML / epinephrine 0.005 MG/ML Injection [Marcaine with Epinephrine]
1673298,SBD,30 ML bupivacaine hydrochloride 5 MG/ML / epinephrine 0.005 MG/ML Injection [Sensorcaine with Epinephrine]
1012421,SBD,30 ML bupivacaine hydrochloride 7.5 MG/ML / epinephrine 0.005 MG/ML Injection [Sensorcaine with Epinephrine]
2395792,GPCK,{3 (bupivacaine hydrochloride 100 MG Drug Implant) } Pack
2395798,BPCK,{3 (bupivacaine hydrochloride 100 MG Drug Implant [Xaracoll]) } Pack [Xaracoll 3 Implant Dose]
1734083,SCDF,ropivacaine Injection
1996290,SCDF,ropivacaine Prefilled Syringe
1734085,SBDF,ropivacaine Injection [Naropin]
2646704,SCDFP,ropivacaine hydrochloride Injection
2648059,SCDFP,ropivacaine hydrochloride Prefilled Syringe
2655521,SBDFP,ropivacaine hydrochloride Injection [Naropin]
1157986,SCDG,ropivacaine Injectable Product
1179322,SBDG,Naropin Injectable Product
2661044,SCDGP,ropivacaine hydrochloride Injectable Product
1734203,SCD,10 ML ropivacaine hydrochloride 2 MG/ML Injection
1996297,SCD,10 ML ropivacaine hydrochloride 2 MG/ML Prefilled Syringe
1996291,SCD,10 ML ropivacaine hydrochloride 5 MG/ML Prefilled Syringe
1734090,SCD,10 ML ropivacaine hydrochloride 10 MG/ML Injection
1734207,SCD,20 ML ropivacaine hydrochloride 2 MG/ML Injection
1734483,SCD,20 ML ropivacaine hydrochloride 5 MG/ML Injection
905189,SCD,20 ML ropivacaine hydrochloride 7.5 MG/ML Injection
1734084,SCD,20 ML ropivacaine hydrochloride 10 MG/ML Injection
1734475,SCD,30 ML ropivacaine hydrochloride 5 MG/ML Injection
1734347,SCD,100 ML ropivacaine hydrochloride 2 MG/ML Injection
1734479,SCD,100 ML ropivacaine hydrochloride 5 MG/ML Injection
1734355,SCD,200 ML ropivacaine hydrochloride 2 MG/ML Injection
1734481,SCD,200 ML ropivacaine hydrochloride 5 MG/ML Injection
1734204,SBD,10 ML ropivacaine hydrochloride 2 MG/ML Injection [Naropin]
1734091,SBD,10 ML ropivacaine hydrochloride 10 MG/ML Injection [Naropin]
1734208,SBD,20 ML ropivacaine hydrochloride 2 MG/ML Injection [Naropin]
1734484,SBD,20 ML ropivacaine hydrochloride 5 MG/ML Injection [Naropin]
905191,SBD,20 ML ropivacaine hydrochloride 7.5 MG/ML Injection [Naropin]
1734086,SBD,20 ML ropivacaine hydrochloride 10 MG/ML Injection [Naropin]
1734476,SBD,30 ML ropivacaine hydrochloride 5 MG/ML Injection [Naropin]
1734348,SBD,100 ML ropivacaine hydrochloride 2 MG/ML Injection [Naropin]
1734480,SBD,100 ML ropivacaine hydrochloride 5 MG/ML Injection [Naropin]
1734356,SBD,200 ML ropivacaine hydrochloride 2 MG/ML Injection [Naropin]
1734482,SBD,200 ML ropivacaine hydrochloride 5 MG/ML Injection [Naropin]
373867,SCDF,sertraline Oral Capsule
374622,SCDF,sertraline Oral Solution
373868,SCDF,sertraline Oral Tablet
364573,SBDF,sertraline Oral Solution [Zoloft]
368413,SBDF,sertraline Oral Tablet [Zoloft]
1158193,SCDG,sertraline Oral Liquid Product
1158194,SCDG,sertraline Oral Product
1158195,SCDG,sertraline Pill
1188167,SBDG,Zoloft Oral Liquid Product
1188168,SBDG,Zoloft Oral Product
1188169,SBDG,Zoloft Pill
861064,SCD,sertraline 20 MG/ML Oral Solution
312940,SCD,sertraline 25 MG Oral Tablet
312941,SCD,sertraline 50 MG Oral Tablet
312938,SCD,sertraline 100 MG Oral Tablet
410584,SCD,sertraline 150 MG Oral Capsule
251201,SCD,sertraline 200 MG Oral Capsule
861066,SBD,sertraline 20 MG/ML Oral Solution [Zoloft]
212233,SBD,sertraline 25 MG Oral Tablet [Zoloft]
208161,SBD,sertraline 50 MG Oral Tablet [Zoloft]
208149,SBD,sertraline 100 MG Oral Tablet [Zoloft]
370599,SCDF,ascorbic acid Chewable Tablet
602126,SCDF,ascorbic acid Disintegrating Oral Tablet
370598,SCDF,ascorbic acid Extended Release Oral Capsule
370600,SCDF,ascorbic acid Extended Release Oral Tablet
370597,SCDF,ascorbic acid Injectable Solution
370594,SCDF,ascorbic acid Oral Capsule
370604,SCDF,ascorbic acid Oral Lozenge
846044,SCDF,ascorbic acid Oral Powder
370934,SCDF,ascorbic acid Oral Solution
2707115,SCDF,ascorbic acid Oral Suspension
370601,SCDF,ascorbic acid Oral Tablet
370602,SCDF,ascorbic acid Oral Wafer
2636651,SCDF,ascorbic acid Powder for Oral Solution
2284147,SCDF,ascorbic acid Powder for Oral Suspension
377583,SCDF,ascorbic acid Topical Cream
1659766,SCDF,protein C Injection
2636845,SCDF,ascorbic acid / astaxanthin Chewable Tablet
376956,SCDF,ascorbic acid / bromelains Oral Capsule
1150170,SCDF,ascorbic acid / calcium carbonate Oral Tablet
2099780,SCDF,ascorbic acid / collagen Oral Tablet
577189,SCDF,"ascorbic acid / collagen, hydrolyzed Oral Capsule"
374492,SCDF,ascorbic acid / ferrous sulfate Extended Release Oral Tablet
237703,SCDF,ascorbic acid / hesperidin Oral Tablet
724126,SCDF,ascorbic acid / hyaluronate Oral Capsule
1926815,SCDF,ascorbic acid / iron carbonyl Chewable Tablet
1375378,SCDF,ascorbic acid / iron carbonyl Delayed Release Oral Tablet
370710,SCDF,ascorbic acid / iron carbonyl Oral Tablet
807800,SCDF,ascorbic acid / polysaccharide iron complex Oral Capsule
1874900,SCDF,ascorbic acid / resveratrol Oral Capsule
375355,SCDF,ascorbic acid / vitamin E Oral Capsule
375354,SCDF,ascorbic acid / vitamin E Oral Tablet
1648168,SCDF,estradiol / progesterone Drug Implant
1292775,SCDF,ascorbic acid / cholecalciferol / vitamin A Oral Solution
2713890,SCDF,ascorbic acid / cholecalciferol / vitamin A Oral Suspension
378576,SCDF,ascorbic acid / chondroitin sulfates / glucosamine Oral Tablet
835523,SCDF,ascorbic acid / ferrous bisglycinate / polysaccharide iron complex Oral Capsule
378540,SCDF,ascorbic acid / ferrous fumarate / vitamin B12 Oral Capsule
619035,SCDF,ascorbic acid / ferrous gluconate / folic acid Oral Tablet
619052,SCDF,ascorbic acid / ferrous sulfate / folic acid Extended Release Oral Tablet
375375,SCDF,ascorbic acid / pantothenic acid / quercetin Oral Tablet
880815,SCDF,ascorbic acid / cholecalciferol / sodium fluoride / vitamin A Oral Solution
580134,SCDF,ascorbic acid / ferrous fumarate / folic acid / vitamin B12 Oral Capsule
1087413,SCDF,ascorbic acid / folic acid / iron carbonyl / vitamin B12 Oral Tablet
891789,SCDF,ascorbic acid / beta carotene / cuprous oxide / vitamin E / zinc oxide Oral Capsule
891811,SCDF,ascorbic acid / beta carotene / cuprous oxide / vitamin E / zinc oxide Oral Tablet
891705,SCDF,ascorbic acid / cuprous oxide / lutein / vitamin E / zinc oxide Oral Capsule
836263,SCDF,ascorbic acid / docusate / folic acid / iron carbonyl / vitamin B12 Oral Tablet
619103,SCDF,ascorbic acid / ferrous fumarate / folic acid / intrinsic factor / vitamin B12 Oral Capsule
999798,SCDF,ascorbic acid / ferrous fumarate / folic acid / liver stomach concentrate / vitamin B12 Oral Capsule
1087296,SCDF,ascorbic acid / ferrous fumarate / folic acid / niacin / polysaccharide iron complex Oral Capsule
852776,SCDF,ascorbic acid / ferrous fumarate / folic acid / niacinamide / polysaccharide iron complex Oral Capsule
2045241,SCDF,ascorbic acid / polyethylene glycol 3350 / potassium chloride / sodium ascorbate / sodium chloride Powder for Oral Solution
1090822,SCDF,ascorbic acid / beta carotene / copper sulfate / selenite / vitamin E / zinc oxide Oral Tablet
1100260,SCDF,ascorbic acid / calcium citrate / cholecalciferol / folic acid / iron carbonyl / pyridoxine Oral Tablet
1870185,SCDF,ascorbic acid / polyethylene glycol 3350 / potassium chloride / sodium ascorbate / sodium chloride / sodium sulfate Powder for Oral Solution
1670052,SCDF,factor IX / factor VII / factor X / protein C / protein S / prothrombin Injection
1090830,SCDF,ascorbic acid / beta carotene / copper sulfate / lutein / selenite / vitamin E / zinc oxide Oral Tablet
891715,SCDF,ascorbic acid / beta carotene / cuprous oxide / lutein / sodium selenate / vitamin E / zinc oxide Oral Tablet
1087404,SCDF,ascorbic acid / biotin / copper sulfate / docusate / folic acid / iron carbonyl / vitamin B12 / vitamin E Extended Release Oral Tablet
1944961,SCDF,alpha tocopherol / ascorbic acid / cholecalciferol / doconexent / docusate / ferrous fumarate / folic acid / pyridoxine / tricalcium phosphate Oral Capsule
1043298,SCDF,alpha tocopherol / ascorbic acid / cholecalciferol / docosahexaenoate / docusate / ferrous fumarate / folic acid / pyridoxine / tricalcium phosphate Oral Capsule
826856,SCDF,ascorbic acid / biotin / folic acid / mecobalamin / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine Oral Tablet
891521,SCDF,ascorbic acid / biotin / folic acid / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12 Oral Capsule
2371799,SCDF,ascorbic acid / cholecalciferol / niacin / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin B6 / vitamin E Oral Solution
1090966,SCDF,ascorbic acid / cholecalciferol / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin E Oral Solution
828822,SCDF,ascorbic acid / D-biotin / folic acid / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12 Oral Tablet
828803,SCDF,ascorbic acid / D-biotin / folic acid / niacinamide / pantothenic acid / pyridoxine / riboflavin / thiamine / vitamin B12 Oral Tablet
826861,SCDF,ascorbic acid / biotin / ferrous fumarate / folic acid / mecobalamin / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine Oral Tablet
826649,SCDF,ascorbic acid / biotin / folic acid / mecobalamin / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / zinc citrate Oral Tablet
1234481,SCDF,ascorbic acid / cholecalciferol / niacin / riboflavin / sodium fluoride / thiamine / vitamin A / vitamin B12 / vitamin B6 / vitamin E Oral Solution
1102199,SCDF,ascorbic acid / biotin / calcium carbonate / folic acid / niacin / pantothenate / pyridoxine / riboflavin / succinic acid / thiamine / vitamin B12 Oral Tablet
2371780,SCDF,ascorbic acid / cholecalciferol / folic acid / niacin / riboflavin / sodium fluoride / thiamine / vitamin A / vitamin B12 / vitamin B6 / vitamin E Chewable Tablet
1102194,SCDF,ascorbic acid / biotin / ferrous bisglycinate / folic acid / formic acid / iron-dextran complex / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12 Oral Tablet
1304557,SCDF,alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1 Injectable Solution
1100256,SCDF,alpha tocopherol / ascorbic acid / calcium citrate / cholecalciferol / cupric oxide / docusate / folic acid / iron carbonyl / niacinamide / potassium iodide / pyridoxine / riboflavin / thiamine / zinc oxide Oral Tablet
1313923,SCDF,alpha tocopherol / ascorbic acid / beta carotene / calcium carbonate / cholecalciferol / docusate / ferrous fumarate / folic acid / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12 / zinc oxide Oral Tablet
1314664,SCDF,ascorbic acid / biotin / copper sulfate / ferrous fumarate / folic acid / magnesium sulfate / manganese sulfate / niacin / pantothenate / polysaccharide iron complex / pyridoxine / riboflavin / thiamine / vitamin B12 / zinc sulfate Oral Capsule
1119566,SCDF,ascorbic acid / cholecalciferol / cuprous oxide / folic acid / magnesium oxide / niacin / polysaccharide iron complex / potassium iodide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin E / zinc oxide Oral Capsule
1248140,SCDF,ascorbic acid / beta carotene / calcium carbonate / cholecalciferol / cupric oxide / docusate / folic acid / iron carbonyl / magnesium oxide / niacinamide / pyridoxine / riboflavin / thiamine / vitamin B12 / vitamin E / zinc oxide Oral Tablet
797462,SCDF,ascorbic acid / biotin / calcium carbonate / cupric oxide / ferrous fumarate / folic acid / magnesium oxide / niacinamide / pantothenic acid / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin B6 / vitamin E / zinc oxide Oral Tablet
2371752,SCDF,ascorbic acid / calcium carbonate / cholecalciferol / copper sulfate / ferrous fumarate / folic acid / magnesium oxide / niacinamide / potassium iodide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin E / zinc sulfate Oral Tablet
369677,SBDF,ascorbic acid Chewable Tablet [N Ice with Vitamin C]
2002737,SBDF,ascorbic acid Injectable Solution [Ascor]
366367,SBDF,ascorbic acid Oral Capsule [C-Time]
1150076,SBDF,ascorbic acid Oral Lozenge [Halls Defense]
1859191,SBDF,ascorbic acid Oral Lozenge [N Ice with Vitamin C]
368481,SBDF,ascorbic acid Oral Tablet [Cemill 1000]
1659769,SBDF,protein C Injection [Ceprotin]
1919588,SBDF,ascorbic acid / iron carbonyl Delayed Release Oral Tablet [Vitron-C Reformulated Jul 2016]
1088868,SBDF,ascorbic acid / iron carbonyl Oral Tablet [Icar C]
808084,SBDF,ascorbic acid / polysaccharide iron complex Oral Capsule [Ferrex 150 Plus]
1648172,SBDF,estradiol / progesterone Drug Implant [Synovex C]
2279014,SBDF,ascorbic acid / cholecalciferol / vitamin A Oral Solution [Tri-Vi-Sol]
861071,SBDF,ascorbic acid / ferrous sulfate / folic acid Extended Release Oral Tablet [Folitab]
999748,SBDF,ascorbic acid / ferrous fumarate / folic acid / vitamin B12 Oral Capsule [Hematogen]
1087417,SBDF,ascorbic acid / folic acid / iron carbonyl / vitamin B12 Oral Tablet [Icar-C Plus]
891792,SBDF,ascorbic acid / beta carotene / cuprous oxide / vitamin E / zinc oxide Oral Capsule [PreserVision]
891814,SBDF,ascorbic acid / beta carotene / cuprous oxide / vitamin E / zinc oxide Oral Tablet [PreserVision]
891708,SBDF,ascorbic acid / cuprous oxide / lutein / vitamin E / zinc oxide Oral Capsule [Ocuvite Lutein]
891819,SBDF,ascorbic acid / cuprous oxide / lutein / vitamin E / zinc oxide Oral Capsule [PreserVision with Lutein]
836266,SBDF,ascorbic acid / docusate / folic acid / iron carbonyl / vitamin B12 Oral Tablet [Ferralet 90]
1087237,SBDF,ascorbic acid / docusate / folic acid / iron carbonyl / vitamin B12 Oral Tablet [Ferraplus]
1087207,SBDF,ascorbic acid / ferrous fumarate / folic acid / liver stomach concentrate / vitamin B12 Oral Capsule [Ferocon]
1087301,SBDF,ascorbic acid / ferrous fumarate / folic acid / niacin / polysaccharide iron complex Oral Capsule [Folivane-F]
999825,SBDF,ascorbic acid / ferrous fumarate / folic acid / niacinamide / polysaccharide iron complex Oral Capsule [Integra F]
1870188,SBDF,ascorbic acid / polyethylene glycol 3350 / potassium chloride / sodium ascorbate / sodium chloride / sodium sulfate Powder for Oral Solution [MoviPrep]
2643208,SBDF,factor IX / factor VII / factor X / protein C / protein S / prothrombin Injection [Balfaxar]
1670055,SBDF,factor IX / factor VII / factor X / protein C / protein S / prothrombin Injection [Kcentra]
1090835,SBDF,ascorbic acid / beta carotene / copper sulfate / lutein / selenite / vitamin E / zinc oxide Oral Tablet [Macuvite with Lutein]
891718,SBDF,ascorbic acid / beta carotene / cuprous oxide / lutein / sodium selenate / vitamin E / zinc oxide Oral Tablet [Ocuvite]
1087409,SBDF,ascorbic acid / biotin / copper sulfate / docusate / folic acid / iron carbonyl / vitamin B12 / vitamin E Extended Release Oral Tablet [Hemax]
826859,SBDF,ascorbic acid / biotin / folic acid / mecobalamin / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine Oral Tablet [Dialyvite 800]
2371803,SBDF,ascorbic acid / cholecalciferol / niacin / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin B6 / vitamin E Oral Solution [Poly-Vi-Sol]
1090971,SBDF,ascorbic acid / cholecalciferol / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin E Oral Solution [Multi-Delyn]
877465,SBDF,ascorbic acid / D-biotin / folic acid / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12 Oral Tablet [Rena-Vite]
826864,SBDF,ascorbic acid / biotin / ferrous fumarate / folic acid / mecobalamin / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine Oral Tablet [Dialyvite 800 with Iron]
